V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V29,V30
71.98729167,50.81939394,54.86204861,73.89395833,47.85261905,87.28010417,85.14048611,47.50076389,81.009375,53.05458333,69.85465278,53.81930556,50.68057971,49.37895833,77.36541667,51.07836806,44.54677083
93.13614583,63.90611111,78.21875,95.17217391,72.5039881,114.9555208,103.1487153,72.89357639,128.6388542,76.43038194,113.6178819,74.055,95.95704861,73.49958333,116.6605903,74.70760417,68.11850694
108.3455208,72.88739583,86.32222222,112.3940972,82.75197917,120.6162153,114.9296181,85.11215278,119.3919097,85.37076087,115.9076389,86.41274306,107.8080208,82.20510417,124.4114583,78.70104167,71.23097222
134.7277083,91.69260417,107.5757609,155.2677083,110.6474653,148.0876042,148.7395833,115.9978819,155.7261111,112.001875,136.6705556,110.9503472,174.1924275,106.0542045,144.7181944,117.8797222,98.49048246
130.92,85.56413194,119.2550694,161.6363542,116.0482986,150.603125,137.6607986,111.9068403,165.2762847,122.6602083,144.3636111,120.8740278,210.1436806,106.7714583,154.2734722,128.416875,96.95864583
129.305625,84.83229167,106.9744118,162.0830208,132.3554861,155.7670833,147.9129167,99.16260417,156.7579861,102.7119444,159.6299306,119.2336458,195.7165278,108.4076736,166.1268403,121.7280903,105.1218056
134.3666667,89.37833333,115.8452778,150.385625,118.6792708,149.9703472,168.4241667,120.3203125,152.2051563,116.5187302,143.3701389,99.81142361,214.2126042,104.1855208,147.4342361,118.4003125,97.29354167
150.9053125,101.1394444,114.2160764,157.8664583,109.75,149.4897222,170.1764931,135.7967361,135.1514444,121.7072917,142.8298611,95.60382576,207.1125694,113.5167014,140.5824653,122.0190278,98.79354167
167.7936458,118.5160417,154.680625,156.7176042,129.8511806,154.1456944,160.5600694,124.2038889,132.13875,142.6992708,160.6878819,102.3681597,194.609,122.7544792,149.4753125,119.0779514,118.7275347
113.1182292,77.16975694,82.45732639,113.8459524,86.43329861,128.5285069,108.7564583,98.68065972,108.5209722,100.6161667,112.9692014,75.30543478,118.4731818,86.71479167,110.8885764,79.86916667,85.58930556
103.3045833,74.73128472,95.40193182,135.0923958,95.45770833,152.6579167,134.0708333,91.81944444,140.1841667,74.61222222,129.4189931,86.00144444,137.7863158,99.02340278,130.8426736,89.05128472,86.84503472
109.045,81.22760417,68.22371212,140.1842708,105.7054545,146.6747569,140.2032639,96.06638889,133.4648039,104.7993056,131.2875347,85.57184783,134.1488492,96.4521875,157.1498611,99.27052083,94.43604167
112.6167708,77.95989583,7.786136364,130.5109375,95.98194444,142.3740972,155.2455208,82.70326389,151.9220553,102.0535417,118.18375,71.56756944,124.6847917,90.54027778,139.2087847,97.36986111,97.79038194
101.2836111,71.41368056,46.56032251,136.5223611,98.13961806,143.9836111,133.7130556,97.13451389,200.7310833,96.52166667,135.7788889,88.88763889,121.9345833,96.61315972,146.9722917,93.52017361,86.32350694
101.8259722,67.45197917,64.31690476,134.1196429,91.55475694,135.9141319,131.3302083,95.77618056,129.0685069,95.93333333,116.1847222,85.59628472,110.7445833,90.15722222,149.6276736,90.1303125,89.90083333
110.2480556,68.885625,76.235,144.9830208,100.955,142.2395833,153.8238889,98.13822917,102.5047917,127.1713542,120.3961111,98.8340625,110.0102083,99.39840278,159.6179514,95.66934028,111.4546181
122.1863889,90.1665625,90.98367888,165.4888542,100.2135417,154.6886806,171.0075,127.3215972,129.1548264,132.0008333,129.8253819,112.1588542,126.9215278,135.7142014,153.9501389,119.2701042,103.7572222
123.5848437,88.42177083,109.6133333,182.6623958,98.42708333,168.9217708,165.8873958,128.2689583,128.7546212,142.0394643,140.5395139,103.2733712,121.1209783,124.5751042,160.4501042,112.5639931,101.0481944
117.9170098,84.44177083,110.6462847,159.6370833,101.6689583,166.36,165.0320139,100.8496181,107.9158333,119.8077451,114.9498333,88.243125,130.2855556,101.5189236,164.4029861,97.87958333,103.7061806
143.3918403,100.4669792,113.8466667,148.4807292,105.5229167,160.7004167,160.0325347,109.5830556,114.5135662,132.9878472,152.6997569,96.06802083,135.0114931,123.8947083,145.7251042,109.6750694,110.61875
148.9793056,126.0168403,120.303125,154.944375,105.9396181,147.2190625,149.4660069,148.8788194,113.8401042,120.7029861,162.9835417,110.3222569,114.4942361,135.1430303,135.2422917,108.4598039,119.458125
148.1242014,120.05375,113.53275,153.9620833,101.7131944,151.5749653,162.8474306,154.0823264,99.274375,114.5765625,151.2248264,102.3665625,108.4878986,135.2426111,135.7432292,114.6883333,116.5358333
125.6603472,104.1324306,118.7890625,160.1184722,94.84822917,165.5509722,170.5877083,137.3730556,117.9788889,116.7722917,172.8858681,91.29652778,117.6901042,114.8234375,164.2251736,111.4710417,106.2980208
138.4733333,98.95541667,137.1253125,203.8092708,102.9291667,208.0977778,199.5166319,151.1657639,144.9649306,151.9717361,161.2561594,149.7542361,147.6930556,138.4470833,188.3213542,130.1753125,129.0692361
181.1384028,97.03065972,172.556553,207.8035069,156.9174306,227.1965909,234.7615278,158.2642014,243.0251389,205.0992708,156.2711806,141.4413194,245.3762319,149.6021528,248.7061458,162.9095486,188.7552273
173.3842014,102.9996591,177.4158333,130.0214583,131.0385764,227.1910298,161.9854514,135.6283333,136.8388542,198.5570833,129.4280903,153.1836806,226.6189583,142.4794167,167.7071875,101.1975,144.4603614
154.2742361,85.74864583,159.146875,120.7416667,112.5507639,229.7818145,129.9697222,152.263141,99.27177083,212.0294792,122.6248958,130.3469444,190.3538194,140.8070486,167.1752083,125.155935,109.573
162.0131597,84.05921053,151.7929167,109.7909375,109.8412153,232.3725991,143.5794792,159.0511218,117.9493939,204.6146875,127.2058681,128.1963194,192.5888542,116.2512778,135.009375,129.2141658,122.7965385
181.8519444,101.9934211,165.3527431,142.2453125,129.3229167,234.9633838,131.1445175,173.8719271,142.9704514,201.9608333,142.0604167,168.2255208,241.2363194,152.5126042,188.3657986,141.5605357,182.8817857
194.0844792,100.8733824,137.8313542,142.4375,130.9489583,237.5541684,149.1166574,161.5907292,124.0413194,206.5767708,132.3174653,163.0292014,214.1187153,160.66875,170.4076736,121.8535417,153.3276923
212.4406597,116.4626667,143.5471181,144.3057143,150.7636806,240.1449531,157.7530829,160.0426042,125.5550694,188.0136806,126.3758681,135.5338194,271.288442,180.0328125,182.6223611,134.5675,169.9011538
158.2068056,104.6648958,99.57045455,139.7085417,134.9936806,242.7357377,183.974,160.7844444,138.2764583,150.9939583,108.4785764,136.3388194,155.9123611,166.194,190.2957639,131.3175,182.1296429
106.3828472,114.6418056,95.13013889,143.246875,135.6142361,245.3265224,152.3665625,153.0496875,137.2734722,130.3557292,68.81138889,118.7740972,95.14326087,161.2730208,201.7547917,130.7443056,177.0085714
82.74833333,94.97302083,96.27736111,121.5051042,108.7166319,247.9173071,135.2370833,109.1138889,108.9123958,94.96041667,40.35628472,81.61456349,83.86097222,137.4879861,160.9194792,105.2416667,135.9535714
92.22,99.24,91.19,114.12,100.48,250.5080917,126.44,78.43,95.64,110.68,70.27,86.53,83.69,145.39,144.11,120.5,146.83
109.33,126.34,92.3,118.79,103.62,253.0988764,147.74,79.76,99.51,98.93,81.86,93.48,79.2,158.04,140.72,124.44,142.89
103.73,123.45,91.99,118.94,101.12,255.689661,137.75,90.02,114.04,85.39,66.8,88.79,67.76,146.99,149.78,171.27,119.43
95.85,107.65,92.05,126.07,106.95,258.2804457,142.62,96.19,116.88,91.5,84.15,93.54,96.20784138,136.09,147.27,144.84,131.88
149.8,125.8,102.53,129.48,105.71,260.8712303,152.83,99.77,111.51,132.86,105.3,97.11,125.7,156.76,158.18,157.36,144.36
89.14,106.61,110.3,124.49,93.35,263.462015,156.34,126.95,107.3,130.17,112.35,82.12,106.79,143.74,149.76,137.93,134.8
68.02,112.68,113.01,115.92,99.68,266.0527996,146.91,117.07,103.24,121.62,105.25,87.58,104.39,148.94,142.39,140.98,134.52
61.17,88.28,95.21,92.2,88.66,268.6435843,122.75,104.88,86.25,114.01,96.95,77.12,95.78,120.56,122.57,106.68,115.04
73.24,96.66,100.57,112.81,97.08,271.234369,127.23,109.31,95.87,175.18,134.71,84.34,137.26,130.67,129.11,133.4,121.55
41.7,76.39,67.23,76,59.52,273.8251536,113.29,83.89,88.47,122.59,105.49,66.7,91.57,100.19,89.57,80.85,75.76
66.1,85.44,84.72,90.52,102.23,276.4159383,113.62,105.38,84.76,183.79,162.15,68.02,155.8,120.2,122.45,102.13,111.98
56.32,92.3,97.86,109.86,101.93,279.0067229,177.67,113.27,97.71,195.5,162.27,95.93,128.2,125.87,152.64,125.64,120.89
64.56,91.47,95.97,118.15,98.91,281.5975076,171.7,119.04,110.07,172.61,180.81,116.29,120.76,143.48,128.87,114.69,132.1
45.7,58.78,87.78,81.77,75.88271267,284.1882922,100.16,66.95,67.7,125.69,124.17,84.12,75.26,99.21421138,107,85.77,142.49
66.77,38.19,41.19,52.03,51.74,286.7790769,93.56,50.23,63.65,87.79,97.4,47.15,51.17,42.04,79.71,41.85,48.53
74.37,57.91,49.45,70.89,53.47,289.3698615,84.76,85.79,75.58,86.33,110.05,77.7,59.99,88.56,95.39,54.85,64.86
77.04,65.3,54.04,78.17,60.43,291.9606462,99.46,113.24,76.53,100.51,140.43,82,80.92,91.12,112.21,65.58,84.04
85.21,68.05,60.31,85.97,61.34,294.5514308,94.48,114.52,93.69,125.31,138.22,95.03,81.68,99.17,122.37,69.92,76.35
101.59,88.35,78.81,104.26,82.68,297.1422155,135.46,133.95,94.45,217.23,155.18,111.47,97.84,127.74,127.4,90.04,121.99
111.27,93.54,105.9,126.3,91.05,299.64,134.37,146.89,115.14,171.85,189.94,101.53,109.78,151.12,190.85,115.18,137.6
98.43,82.51,81.77,100.08,101.83,302.9190983,146.43,113.54,90.61,98.91508401,136.56,94.69,90.05,119.0828859,132.68,80.46,100.19
103.53,78.85,95.7,102.98,111.87,315.8,130.34,128.69,106.88,20.92,137.29,106.46,106.29,116.69,151.8,96.27,117.75
110.72,67.81,68.82,87.64,70.34,241.11,135.5,90.22,75.09,13.88,125.8,59.43,83.47,72.34,139.44,66.93,85.24
93.89,73.93,244.02,87.97,75.43,220.44,110.54,126.51,82.05,37.67403344,131.49,80.41,107.75,104.51,97.43,49.96,86.63
96.51,71.97,163.67,88.59,84.09,246.93,173.4,113.21,83.01,51.17644371,150.54,81.49,133.05,92.42,108,72.55,94.33
97.35,71.22931056,166.83,96.1,97.51,337.05,99.28,118.91,88.39,64.67885398,165.33,95.66,169.36,106.33,146.94,87.1,117.72
99.14,73.61,185.63,88.71,93.6,283.03,130.73,121.38,85.63,78.18126424,170.5,96.53,156.55,110.95,125.55,78.66,108.97
80.7,52.78,201.62,97.76,100.09,247.28,117.76,97.52,90.38,91.68367451,131.77,76.42,166.14,92.9,131.41,74.1,121.62
109.76,79.49,178.09,106.82,88.36,258.07,124.8,120.25,91.62,105.1860848,167.89,86.46,144.23,105.56,129.32,88.19,118.17
129.37,89.57,171.29,108.73,79.9,256.2483146,159.13,123.53,106.52,118.6884951,151.51,97.12,122.48,120.71,132.99,86.77,101.4
113,87.2,162.97,99.73,75.55,255.2676168,149.36,128.11,101.14,132.1909053,140.73,95.37,123.54,112.34,103.56,75.69,91.29
85.97,44.36,109.04,69.39,57.95,254.2869189,82.12,110.76,76.47,145.6933156,106.66,76.05,94.86,74.52,74.9,53.52,62.89
84.18,24.71,91.95,67.24,47.19,253.3062211,146.14,101.42,63.16,159.1957259,101.22,69.73,65.72,78.01,70.99,48.14,59.72
130.64,60.73114909,124.38,96.49,91.49,252.3255233,179.75,134.56,84.55,172.6981361,148.47,96.38,154.21,123.01,102.31,80.16,110.55
163.87,71.84672395,141.53,120.66,106.59,251.3448254,159.0878551,140.99,112.86,194.4,174.75,129.83,194.2,141.27,145.39,98.58,159.11
149.73,96.12,110.01,115.23,85.09,250.3641276,158.4,127.77,110.43,182.6,164.46,96.16,138.59,108.04,144.85,91.33,113.52
120.6,79.44,119.7908748,115.36,91.32,249.3834298,150.58,124.5,102.11,156.47,146.5,82.29,143.98,100.66,128.71,92.66,114.35
153.99,98.54,130.74,98.77,91.61,248.4027319,127.94,135.79,86.92,126.64,186.45,95.3,136.72,124.42,97.83,82.37,96.5
160.34,85.89,99.12,99.28,89.58,247.4220341,198.98,110.27,87.72,128,213.83,88.54,142.65,115.36,99.95,81.81,98.55
152.97,93.08,104.6,107.66,88.93,246.4413362,127.33,113.03,104.68,131.42,205.54,99.3,126.85,112.43,111.76,80.85,97.96
133.74,89.26,97.15,99.68,113.89,245.4606384,125.7,97.13,101.48,118.22,170.89,83.68,126.52,94.03,102.02,75.62,93.05
123.97,80.1,117.76,100.58,88.88,244.4799406,131.94,88.79,93.2,132.16,140.18,89.81,116.39,98.41,107.19,82.33,92.48
140.03,83.92,125.05,109.88,107.1,243.4992427,129.48,109.88,107.52,144.39,172.3,135.52,141.49,107.35,114.42,100.01,106.21
128.1,80.92,109.11,105.95,104.62,242.5185449,145.62,112.64,98.28,142.65,147.07,87.6,111.2,104.94,122.95,80.41,102.11
154.29,80.73,106.97,103.31,103.81,241.5378471,130.43,111.05,82.04,148.28,166.55,84.68,141.7,102.01,104.57,86.34,98.17
162.64,97.84,117.11,115.23,127.83,240.5571492,169.43,130.92,112.66,152.15,191.58,107.75,167.13,127.29,113.44,98.59,129.79
182.16,121.75,161.93,159.89,166.55,239.5764514,169.96,132.44,137.82,203,221.57,136.02,224.05,150.55,120.19,135.67,158.82
158.08,125.68,151.71,142.95,149.39,238.5957535,156.38,115.62,134.05,246.9916459,194.24,118.79,207.21,137.66,169.84,123.24,174.79
118.2,78.87,146.13,119.14,128.16,237.6150557,129.03,104.49,103.05,340.56,171.07,96.77,182.12,117.86,139.05,112.91,130.53
88.08,58.89,94.8,91.05,81.52,236.6343579,99.09,83.15,104.18,198.1792959,141.78,83.97,108.36,87.68,94.82,64.73,83.87
76.97,41.7,81.96,66.62,48.03,235.65366,70.96,63.96,75.08,81.48,106.47,57.99,64.17,61.07,69.61,38.73,43
62.34,62.70818767,61.17,45.6,37.73,234.6729622,54.38,45.05,46.2,74.7,95.54,48.57,49.55,31.8,43.04,29.05,39.25
74.33,66.33340101,62.84,58.17,56.46,233.6922644,76.17,72.87,60.48,66.39,128.11,55.4,81.59,69.75,57.84,43.03,51.67
88.54,69.95861436,67.14,77.01,71.98,232.7115665,81,91.25,70.06,70.60210459,101.19,67.53,100.55,79.12,73.14,51.66,64.42
131.48,73.5838277,104.59,98.56,101.05,231.7308687,128.77,100.8,102.77,70.90390699,140.1,68.72,120.93,100.09,121.53,72.06,86.27
136.23,77.20904104,156.55,102.73,90.23,230.7501709,143.01,80.42,100.03,71.20570939,123.61,69.75,126.13,84.69,126.43,86.38,95.36
126.68,80.83425438,120.36,114.54,142.45,229.769473,140.45,140.91,102.22,71.50751179,178.6,119.18,192.69,150.16,132.26,115.38,135.55
131.14,86.71,121.75,120.96,92.74,228.7887752,129.33,138.63,122.04,71.8093142,162.21,130.75,142.87,132.28,124.71,90.2,117.08
136.25,95.56,118.27,111.73,89.98,227.8080773,142.23,117.07,112.53,72.1111166,140.44,78.28,142.71,97.34,121.33,90.04,110.49
139.42,91.8,131.32,127.77,106.15,226.8273795,127.66,116.14,126.65,72.412919,163.09,94.44,192.97,122.08,134.05,137.74,138.32
107.23,73.51,111.31,148.06,75.21,225.8466817,121.65,60.7,110.48,72.7147214,127.98,99.64,115.88,98.02,120.51,78.3,93.46
77.73,40.26,70.12,58.21,39.66,224.8659838,70.15,49.15,66.04,73.0165238,74.48,69.43,68.54,60.22,71.03,45.92,27.79
52.34,43.65,90.44,54.71,29.82,223.885286,55.2,44.22,59.07,73.3183262,47.24,41.83,51.34,51.69,70.29,28.47,18.56
64.54,35.19,50.17,56.53,30.74,222.9045882,62.79,48.51,52.28,73.6201286,71.03,59.59,53.42,54.01,81.73,43.12,22.89
112.72,76.79,89.23,103.28,60.49,221.9238903,90.35516673,93.78,84.2,73.921931,119.91,87.29,117.62,105.95,168.51,76.02,61.57
121.97,90.09,90.15,103.02,54.19,220.9431925,107.4851392,94.82,95.17,74.22373341,105.71,97.74,94.1,91.95,196.11,71.55,46.96
131.0006355,94.49,92.59,99.69,59.67,219.9624947,124.6151117,122.97,88.3,74.52553581,133.88,114.04,120.64,124.22,181.01,70.59,50.34
141.85,95.35,100.5,115.55,62.53,218.9817968,154.46,87.31,93.48,74.82733821,133.32,76.25,123.21,91.45,194.03,78.55,55.78
150,102.11,92.82,112.53,66.14,218.001099,156.15,102.71,98.72,75.12914061,133.48,87,129.28,103.25,198.35,75.47,53.11
149.26,106.56,125.23,112.5253752,48.05,217.0204011,121.29,88.84,91.84,75.43094301,107.14,82.6,90.79,101.42,164.44,71.37,40.63
130.88,95.37,95.79,112.05,55.86,216.0397033,117.36,121.93,89.09,75.73274541,124.57,95.81,110.67,119.99,178.69,76.37,53.14
156.16,99.64,93.9,121.5,55.41,215.0590055,131.81,110.42,79.54,76.03454781,113.19,81.72,112.56,106.85,147.84,71.96,53.1
90.57,59.04,66.53,77.62,37.96,214.0783076,93.41,77.06,56.29,76.33635021,89.42,60.3,75.6,83.08,100.69,48.36,33.07
101.93,73.01,82.14,80.57,95.36,213.0976098,90.02,92.33,62.73,76.63815262,94.22,74.19,102.02,93.41,148.99,88.07,32.83
157.49,113.57,127.55,117.49,140.71,212.116912,131.94,146.08,94.79,76.93995502,156.33,128.83,191.69,158.25,209.57,163.65,38.89
148.24,92.74,137.83,116.31,134.68,211.1362141,111.62,111.58,89.82,77.24175742,154.49,129.53,182.73,131.95,202.01,144.45,41.34
131.07,96.66049094,111.95,91.06,78.93,210.1555163,124.3614664,116.2552268,85.15,77.54355982,123.38,114.3662873,135.7,129.17,168.76,122.31,38.88
114.68,107.4,98.92,84.35,59.86,209.1748185,145.94,98.25,84.27,77.84536222,116.6,119.36,122.94,129.43,154.53,109.16,39.52
113.74,86.49,96.89,97.49,57.13,208.1941206,96.64,161.76,104.91,78.14716462,113.23,101.73,128.71,118.82,166.55,119.67,40.08
122.49,89.1,96.25,119.45,59.55,207.2134228,141.86,130.1776066,89.51,78.44896702,131.11,100.92,141.01,120.56,213.1,127.92,50.52
137.6,96.59,105.89,120.67,60.36,206.2327249,155.87,131.34,98.86,78.75076943,126.77,126.1,165.76,137.58,219.47,144.36,62.37
155.53,98.6,121.5,98.68,51.87,205.2520271,140.69,95.77,93.61,79.05257183,131.44,124.71,121.34,143.5,167.13,133.41,65.48
96.95,67.04,101.58,85.96,55.66,204.2713293,100.32,90.02,90.89,79.35437423,128.28,93.68,97.9,114.82,121.94,97.99,41.51
85.84,65.04,81.22,67.6,51.39,203.2906314,85.4,71.02,67.32,79.65617663,85.08,77.96,84.89,99.09,92.7,84.37,38.56
103.72,58.13,82.5,58.5,39.15,202.3099336,64.6,57.09,45.78,79.95797903,71.19,60.9,69.4,77.91,78.37,67.47,26.7
74.93,50.42,75.17,56.26,40.05,201.3292358,69.88,60.36,68.5,80.25978143,71.83,68.18,70.44,80.1,76.39,69.4,25.68
80.2,53.27,107.5,77.66,38.08,200.3485379,125.26,70.28,101.16,80.56158383,110.45,86.54,65.32,88.53,85.36,85.16,26.84
76.56,55.51,84.86,132.3,33.84,199.3678401,141.74,60.22,142.52,80.86338623,81.45,110.62,64.72,89.92,113.23,92.64,51.85
83.27,63.13,97.78,134.16,49.84,198.3871422,131.6,65.42,134.59,81.16518864,88.51,122.89,86.72,107.07,126.39,115.64,95.79
91.09,76.53,92.19,155.1,65.64,197.4064444,156.66,56.05,166.12,81.46699104,95.5,124.47,93.5,132.3,140.51,118.46,102.55
92.17,72.64,129.68,156.31,71.8,196.4257466,146.86,91.29023956,120.7,81.76879344,76.27,121.81,81.27,99.53,145.85,110.09,91.47
119.92,101.36,112.56,183.21,98.78,195.4450487,204.23,119.36,256,82.07059584,116.16,141.48,142.67,143.29,162.24,171.21,134.52
172.55,139.68,155.08,219.56,228.81,194.4643509,227.81,149.36,198.07,82.37239824,200.97,196.61,208.37,198.37,210.69,210.46,166.87
118.58,86.18,114.54,137.21,69.38,193.4836531,128.97,114.36,135.81,82.67420064,147.16,158.67,129.46,140.57,152.17,132.84,117.82
90.95,64.52,102.26,109.83,42.48,192.5029552,91.2,65.72,117.33,82.97600304,139.21,110.64,84.36,97.94,110.48,103.28,81.32
94.74,79.85,117.91,126.81,66.94,191.5222574,130.29,68.16,114.91,83.27780544,129.07,118.79,99.68,105.9,123.52,110.66,87.84
115.87,95.99,139.35,148.41,102.96,190.5415596,138.45,79.26,122.49,83.57960785,92.12,106.61,106.82,100.3,147.9,126.03,126.02
79.37,71.24,123.08,97.92,71.06,189.5608617,105.37,57.86,113.42,83.88141025,130.558514,87.6,68.59,85.14,92.94,85.9,104.11
80.17,61.73,96.58,98.33,67.99,188.5801639,104.63,64.74,108.05,84.18321265,176.36,119.34,82.51,101.31,96.09,89.49,83.46
91.5,70.78,122.94,104.16,75.79,187.599466,105.98,73.57,112.05,84.48501505,104.97,108.67,96.12,100.17,121.74,117.79,109.12
81.73,59.29,88.43,94.73,64.3,186.6187682,92.85,69.74,115.18,84.78681745,123.85,109.83,72.75,96.26,177.8,99.94,84.2
62.38,58.62,112.2,87.56,71.4,185.6380704,84.31,64.44,98.51,85.08861985,76.52,103.45,78.01,92.77,158.53,93.37,90.36
66.6,54.46,96.35,79.24,64.13,184.6573725,79.36,49.99,93.81,85.39042225,72.26,87.52,64.4,86.74,123.99,81.69,68.04
57.88,62.7,88.23,71.02,59.32,183.6766747,70.16,39.97,88.83,85.69222466,60.43,75.9,61.67,67.07,85.9,68.03,63.38
55.19,51.06,111.89,78.77,61.94,182.6959769,64.99,48.91,89.6,85.99402706,53.89,83.67,60.1,68.56,88.9,69.25,63.94
102.02,88.66,83.96,135.76,81.53,181.715279,146.18,77.64,115.22,86.29582946,114.98,127.08,100.12,119.79,143.26,139.01,125.8
132.04,116.99,120,148.59,87.48,180.7345812,188.78,103.71,150.68,86.59763186,136.37,160.83,109.8,150.69,171.2,167.76,137.31
109.55,85.59,117.25,81.66,55.34,179.7538834,100.45,82.99,109.77,86.89943426,78.66,196.35,93.19,116.64,106.25,107.16,111.11
95.25,72.68,331.22,104.36,77.69,178.7731855,110.99,73.28,113.28,87.20123666,88.19,223.89,85.47,115.74,115.83,139.76,141.17
77.07,66.69,202.43,92.64,75.67,177.7924877,92.07,56.24,127.65,87.50303906,103.43,95.83,79.98,91.26,99.24,97.72,101.98
110.49,91.88,191.47,120.34,95.53,176.8117898,139.82,95.34,139.9,87.80484146,116.25,125.56,105.18,126.66,136.6,126.55,100.98
62.68,56.97,105.96,80.91,57.45,175.831092,103.44,48.08,111.16,88.10664387,142.9834956,72.87,52.51,61.68,91.78,74.62,78.86
65.78,50.94,112.79,78.78,51.78,174.8503942,102.19,42.35,82.55,88.40844627,178.7,47.5,47.27,66.65,77.92,77.72,68.55
70.95,67.07,114.8,98.2,79.9,180.42,90.27,59.68,105.4,87.21,159.87,111.58,77.66,85.22,105.32,98,82.34
83.44,68.89,146.83,107.73,84.91,125.81,120.61,71.25,111.29,95.88,169.16,102.98,90.93,98.29,104.76,112.6,87.52
74.84,66.94,215.89,105.76,77.26,120.66,85.82,58.52,106.92,90.28,138.56,93.73,86.06,87.79,105.47,102.65,78.36
79.55,65.78,181.62,110.64,72.39,107.95,105.69,56.15,115.84,77.63,85.89,87.13,69.31,87.58,107.46,103.56,107.81
89.95,83.33,192.96,124.65,82.08,139.7955522,137.7,75.99,117.82,95.38,87.98,104.33,93.6,106.27,123.39,111.34,160.61
126.94,124.08,184.24,158.5,117.97,166.2960632,216.32,110.62,93.95,137.22,150.12,134.31,122.34,141.26,173.38,150.48,211.37
125,98.13,229.09,145.29,117.6,200.82,177,84.03,192.73,125.39,114.64,111.55,118.12,109.38,143.1,132.35,170.93
129.37,105.45,152.92,145.9,109.33,169.75,136.55,87.11,122.39,125.9642645,123.38,128.61,123.19,106.19,149.34,142.06,185.41
95.62,89.54,146.89,103.42,87.51,123.83,102.55,76.82,80.01,126.1133491,90.49,99.14,98.08,118.42,103.39,99.25,116.72
114.57,102.33,154.45,121.94,106.91,146.91,131.84,97.6,148.24,126.2624336,133.02,141.9,130.37,139.59,130.83,165.42,155.85
99.34,85.61,185.42,108.35,95.99,140.63,129.03,83.07,147.87,126.4115182,114.67,124.07,115.51,115.51,117.85,123.72,130.65
73.35,61.77,209.57,84.91,67.15,109.3,76.48,63.4,174.58,126.5606027,62.99,96.85,74.07,87.49,85.84,95.87,128.17
61.66,54.98,193.4684285,72.66,57.5,98.93,167.78,50.68,131.67,126.7096873,43.27,78.38,59.46,80.94,77.16,84.14,108.94
57.46,36.62,187.3829875,68.51,52,75.72,166.75,43.42,146.25,126.8587718,37.86,57.27,55.73,61.7,60.87,80.34,89.66
61.28,47.6,200.15,72.65,56.32,81.8,100.07,48.64,123.76,127.0078564,45.55742027,73.95,62.71,73.01,68.05,80.55,83.66
55.21,46.2,118.82,77.09,50.71,87.45,97.42,46.17,148.64,127.1569409,48.71825752,75.5,58.35,69.51,68.3,76.07,78.78
47.15,33.72,110.46,63.6,53.1,69.25,95.24,35.09,100.73,127.3060255,51.87909476,62.38,45.08,57.19,58.92,64.15,78.52
50.72,40.03,61.86,73.2,47.88,73.91,87.46,35.35,111.39,127.45511,55.03993201,61.93,48.01,60.62,64,66.87,85.19
58.98,46.84,255.38,83.68,53.09,88.88,40.64,39.46,129.21,127.6041946,58.20076925,66.89,50.7,65.23,77.73,81.54,90.22
58.72,51.21,235.54,74.7,49.81,121.37,78.01355555,50.85,119.91,127.7532791,61.3616065,72.1,53.53,70.13,74.01,79.52,89.75
66.92,49.77,122.56,114.53,45.2,112.56,82.83,41.05,133.9,127.9023637,64.52244374,102.28,76.95,71.26,85.77,74,88.95
84.52,47.53,136.66,131.62,66.24,134.42,123.25,81.57,127.55,128.0514482,67.68328099,123.6,94.33,125.31,151.6,104.37,232.3
84.66,75.31,157.58,117.57,62.35,124.91,117.22,69.01,131.04,128.2005328,70.84411823,112.77,101.5,104.16,119.5,118.18,142.32
88.53,68.69,122.772691,109.36,49.55,112.4,152.82,76.48,276.04,128.3496173,74.00495548,137.21,76.35,101.14,112.11,112.49,92.8
76.3,59.35,99.98813048,82.93,56,90.66,133.93,64.32,129.94,128.4987019,77.16579272,205.25,65.03,89.12,108.46,104.39,78.45
74.14,57.63,71.63,80.8,65.64,95.49,330.14,65.41,220.82,128.6477864,80.32662997,249.85,72.4,87.98,88.66,99.39,90.07
83.03,64.82,69.78,74.26,70.4,92.77,141.31,61.49,123.76,128.796871,83.48746721,92.5,83.93,91.95,91.97,120.21,82.41
69.19,42.04,46.17,54.22,53.82,65.53,163.5,46.67,99.62,128.9459555,86.64830446,70.21,77.55214907,69.22,58.27,133.85,57.55
74.36,48.14,45.26,74.3,58.29,80.49,118.95,53.47,99.98,129.0950401,95.01,101.94,73.64,80.84,79.82,88.53,73.82
76.26,57.56,28.98,67.17,53.56,75.62,206.71,58.23,130.61,129.2441246,81.39842178,87.07,69.04,86.97,92.9,151.27,79.79
74.72,52.26,32.4,68.07,50.21,92.28,149.99,57.55,187.47,129.3932092,72.98770186,87.18,69.54,83.37,81.72,124.49,81.99
69.53,47.35,30.98,64.83,37.71,74.2,142,48.27,116.7,129.5422937,64.57698193,77.61,65.47,75.25,73.08,105.18,83.8
66.37,46.49,29.05,68.85,37.64,87.63,124.48,45.92,93.83,129.6913783,56.16626201,70.36,62.78,69.85,68.59,97.17,68.5
66.07,47.65,33.38,68.8,52,78.71,151.77,51.6,91.81,129.8404628,37.75,68.79,58.92,70.57,65.18,99.75,71
77.07,59.41,33.86,73.21,69.28,83.72,170.5,58.38,157.11,129.9895474,61.60647507,81.57,76.34,79.44,73.8,134.13,104.83
