V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V28,V29,V30
24.02885417,12.30260417,5.935243056,19.77805556,24.8653125,48.61689395,13.83909722,27.66954545,9.806840278,56.53043244,19.26621528,28.4159375,65.85024306,21.09916667,18.44666667,17.38609375,44.35419555,16.509375
26.75753472,10.56916667,34.53902174,23.00605263,24.43484708,51.44230684,17.1696875,31.345,9.483026316,56.52888788,28.79201389,27.82864583,23.57847826,21.63695833,32.11604167,24.3765,43.47448678,18.49395833
30.79305556,14.21739583,27.33504908,21.68725694,24.94486941,51.08961538,31.29677083,40.01909722,9.717152778,56.52734333,31.42402778,25.78243056,46.75385417,18.35822917,27.90958333,24.92833333,42.594778,22.8646875
38.9909375,15.98510417,25.74240741,26.29170139,25.45489174,71.99326389,27.95229167,36.37100694,10.56104167,56.52579877,28.81381944,32.1234375,50.0065625,25.36822917,32.8309375,34.77145833,41.71506922,23.95364583
46.14225,19.85385417,24.46854167,30.74388889,25.96491407,67.81326389,29.84850694,49.70559028,13.281875,56.52425422,38.425625,44.64940972,56.95644737,35.47538194,39.70166667,36.14833333,40.83536045,33.68552083
49.78388889,23.13052083,55.04454861,36.21194444,26.74861111,99.71413194,39.705625,60.39895833,17.73364583,56.52270966,45.69996528,50.79802083,76.595875,39.15239583,41.299375,39.74229167,39.95565167,39.55947917
47.64427083,23.0371875,41.66006944,35.6671875,26.30464286,92.80493056,40.16885417,53.77388889,26.04857639,56.52116511,43.37743056,44.69583333,77.15892857,31.53239583,42.81386364,36.88678571,39.0759429,36.15895833
38.94083333,16.78239583,33.5275,27.43569444,25.18422481,68.63180556,26.47552083,32.60729167,13.17263889,56.51962055,26.24777778,38.3121875,55.0525,29.28545139,22.68723958,29.74041667,38.19623412,23.6309375
31.34336806,14.08510417,30.34860933,22.98774306,24.88211538,54.17701389,26.64298611,35.70895833,14.71100694,56.518076,25.338125,29.23576389,54.62699529,21.89788194,23.75291667,19.90552083,37.31652534,22.22333333
39.79010417,12.82663043,24.7175,29.55107639,22.03614583,78.34875,28.75895833,53.45538194,12.2057197,56.51653144,34.83729167,36.84385417,50.78864249,28.27697917,32.3203125,30.9175,36.43681657,31.32166667
37.10065972,14.27729167,25.93538194,24.17614583,13.785625,74.68121528,22.41840278,33.93065972,11.62770833,56.51498689,25.37138889,33.97447917,46.9502897,25.36416667,26.00697917,29.05989583,35.55710779,21.13416667
36.67506944,12.99291667,18.52819444,22.16211806,18.98866667,66.74621528,18.76618056,37.66194444,10.85913043,56.51344233,23.68881944,29.38953125,43.1119369,22.84447917,23.55052083,25.22541667,34.67739902,22.4678125
34.51954861,16.39875,34.37097222,22.048125,14.27551282,64.64388889,21.08673611,30.54913194,12.53958333,56.51189778,24.71517361,33.20041667,33.24636905,21.2765,24.1009375,24.74788194,18.14272727,18.27677083
32.87111111,18.63541667,31.15038194,25.84916667,23.46402778,68.26326389,26.19989583,37.97159722,12.21072917,56.51035323,26.6953125,30.53302083,50.8521875,28.86041667,26.25828125,18.97484375,22.73495614,27.59427083
49.29017361,28.225625,47.09104167,35.4465625,38.40362319,93.95805556,41.0178125,69.69055556,22.6075,56.50880867,43.69246528,47.34443182,74.74642361,40.05802083,40.51,31.78020833,36.68720833,39.14197917
59.70486111,38.30104167,69.38072917,48.5653125,44.89184783,113.4741176,61.79607639,85.20482639,25.95909722,56.50726412,53.38826389,65.06854167,100.6780556,52.70510417,45.29802886,35.86532609,44.45208333,51.60489583
60.74708333,46.66927083,73.59295139,64.88729167,61.5782197,106.1290699,64.61552083,76.45357639,29.96881944,56.50571956,50.093125,82.40826389,87.84472222,64.30777778,51.51645025,67.89355263,64.73850694,60.20125
9.132881944,42.383125,66.32892361,48.82239583,124.2760417,103.6794893,54.51706522,56.26784722,26.72965278,56.50417501,50.81826389,69.46739583,92.68982639,59.06739583,61.17444444,64.76964286,63.14152778,64.1609375
10.60725694,39.54947917,56.99072917,47.58478261,56.21325397,101.2299088,52.92895833,80.20402778,27.35912281,56.50263045,53.83206522,67.64979167,91.52104167,59.87003472,54.96368056,48.15,50.99125,49.63510417
28.10630435,35.87489583,52.00371528,36.03510417,33.77659091,98.78032825,42.63880435,58.65520833,22.94795139,56.5010859,34.99947917,56.7678125,55.54479167,47.49104167,43.28238636,36.03148551,32.66525,31.34541667
45.06954861,34.4875,56.57100694,37.71493056,57.97202899,96.33074771,48.30114583,96.52774306,21.26149306,56.49954134,39.98753472,52.185,63.29288194,43.73361111,44.70197917,36.12229167,40.61908943,33.82822917
40.59482639,37.23020833,50.78013889,45.25260417,69.0895614,93.88116718,52.10677083,59.31104167,29.80114583,56.49799679,41.2290625,58.4021875,63.67756944,45.35138889,51.96934783,42.21863636,50.65158333,33.28020833
43.77090278,35.2096875,34.39576389,35.21333333,26.86559524,91.43158664,39.75743056,51.16222222,24.67847826,56.49645223,41.84090278,50.39704861,51.99352564,38.27979167,36.614375,32.66837302,32.44430556,31.03541667
27.80083333,21.96916667,36.70763889,30.99479167,35.35217391,88.9820061,30.93510417,42.65579861,22.98333333,56.49490768,37.6671875,42.08931818,53.7736969,34.68645833,32.22333333,28.96690476,27.99670139,24.84489583
37.14527778,23.07973835,34.95788194,29.05197917,20.23739583,86.53242556,25.62989583,35.43388889,16.01625,56.49336312,38.85840278,32.85565972,53.24701493,27.65568182,28.59697917,34.78545455,24.01239583,21.63520833
28.95538194,21.75916667,34.15895833,27.0753125,23.21163194,84.08284503,28.72345833,46.26079861,18.41666667,56.49181857,49.04260417,39.77444444,52.72033297,34.40044118,30.29708333,24.34920455,25.32680556,23.85177083
38.66996528,31.08854167,42.81524306,35.88375,36.02456522,81.63326449,51.15625,68.86568841,23.62135417,56.49027401,43.10416667,40.71076389,52.193651,36.81197917,41.51822917,30.26202381,40.04034722,33.39
54.59378472,44.06333333,54.25899306,43.21979167,47.77929167,79.18368395,60.49638889,82.70788194,27.75864583,56.48872946,35.57721014,54.25506944,51.66696903,48.11503472,53.0109375,46.07460784,44.52072917,39.2725
31.34611111,19.63645833,42.56663194,29.70097222,15.53544118,76.73410342,27.06784722,52.25229167,21.386875,56.4871849,30.81177083,32.90520833,51.14028706,26.8471875,25.70806818,23.2609127,25.17694444,22.29135417
22.13184028,11.90364583,34.09225694,20.48072917,16.703125,74.28452288,18.45635417,36.80017361,13.98,56.48564035,21.14743056,25.27680556,50.6136051,19.69395833,19.87479167,20.5475,15.91465278,17.62541667
17.94260417,10.30927083,30.57708333,14.28020833,17.81397727,71.83494234,16.95819444,19.53822917,15.86513889,56.48409579,19.69920139,20.98048611,50.08692313,17.08618056,14.1846875,20.88649468,16.23586806,13.62260417
19.12013889,11.57666667,29.71017361,17.73333333,19.94909722,69.3853618,15.51208333,21.41736111,14.17052083,56.48255124,20.30430556,23.25458333,49.56024116,19.52583333,19.67229167,17.381,17.748125,17.99114583
21.32555556,17.71166667,38.85635417,24.82423611,67.78619048,66.73467949,22.85052083,32.09409722,14.47354167,56.48100668,26.03902778,28.83197917,49.03355919,24.24927083,24.20395833,22.03594203,22.84809028,23.4171875
29.5615625,28.18145833,35.67927083,28.55517361,36.21493056,66.81326389,36.5815625,40.31371528,24.18267361,56.47946213,30.76204861,43.389375,48.50687722,36.13947917,33.2303125,35.37314394,32.13861111,32.649375
29.87625,26.5878125,34.36607639,24.00881944,29.91111111,55.96076389,32.67659722,35.96194444,26.48634058,56.47791757,33.17506944,34.79416667,47.98019526,30.4590625,27.3278125,25.66979167,24.97142361,28.698125
24.62475694,17.494375,40.04225694,21.53145833,28.52645833,56.66076389,25.06166667,40.04003472,43.56729167,56.47637302,25.86628472,31.50875,47.45351329,26.85826389,27.32177083,23.60677083,20.06201389,23.76940972
19.92441667,14.9025,30.84260417,16.76764493,17.09885417,53.97666667,19.56378472,30.0078125,427.019375,56.47482846,17.94100694,25.16,46.92683132,16.980625,16.34614583,18.84569444,15.68717391,15.7471875
24.07628472,16.1671875,26.15090278,15.14694444,17.36170139,52.63197917,18.77989583,21.19204861,31.50333333,56.47328391,16.98333333,29.61638889,46.40014935,18.75910048,22.06881944,31.65840909,14.03114583,19.02958333
18.39145833,14.79708333,28.19586806,15.24190972,13.95777778,47.8553125,16.781875,18.39763889,31.77840278,56.47173935,12.28010417,24.74010417,45.87346738,18.37315397,28.62068182,9,19.29847289,18.71489583
16.82149306,11.4846875,18.65225694,13.36739583,13.0890625,44.87892361,11.81517361,17.04954861,11.96041667,56.4701948,15.00743056,22.1975,45.34678542,17.73614583,14.45125,10.72625,19.46552843,14.46354167
19.07291667,12.44052083,22.59763889,14.59291667,11.831875,48.60541667,15.2525,16.92798611,39.84243056,56.46865024,14.70170139,25.1303125,44.82010345,18.063125,14.669375,16.94852273,19.63258397,15.00010417
21.48524306,13.9290625,27.19069444,17.3328125,18.360625,53.55416667,17.14809028,18.10134615,56.35114583,56.46710569,22.04291667,26.85458333,44.29342148,18.9559375,17.91239583,17.9053125,19.7996395,17.27197917
22.64020833,13.98520833,31.52006944,17.25770833,24.22725694,55.16472222,18.660625,14.15,35.43270833,56.46556113,28.88305556,29.98177083,43.76673951,23.1771875,21.35271739,17.85090909,19.96669504,20.90912037
23.718125,18.90177083,33.60229167,14.49350694,20.81257576,56.19434028,21.80138889,16.09325975,44.59594697,56.46401658,25.27503472,31.47677536,43.24005754,23.35302083,22.38791667,20.70802083,20.96083333,23.71510039
19.52263889,20.07947917,28.765,14.98171875,22.10510417,62.04283333,19.85868056,16.26192594,21.15263889,56.46247202,28.40454861,27.99458333,42.71337558,22.7871875,19.4915625,18.33566667,20.09347222,27.86
23.18204861,20.5578125,33.06618056,14.18916667,23.2496875,60.41829861,20.15013889,16.43059214,38.49674603,56.46092747,22.92795139,29.14586806,42.18669361,24.61236111,18.9521875,16.77821429,20.30309028,24.45359059
21.69690972,15.965625,40.76361111,12.69625,19.4877381,58.82878472,19.51722222,16.59925833,21.73337121,56.45938291,26.98399306,26.81236111,41.66001164,21.81405797,18.32083333,16.34660714,17.67510417,21.91208333
21.91920139,12.14569444,33.12065972,18.33465278,21.89017361,72.07916667,20.47027778,16.76792452,57.87443182,56.45783836,29.57739583,31.91871528,41.13332967,22.85184028,20.411875,19.5725,17.73833333,20.39625
27.83440972,16.54447917,46.60802083,28.23447917,27.2478125,84.96916667,25.92021739,16.93659071,46.26912698,56.4562938,44.11177083,42.76753472,40.6066477,31.59714286,28.10760417,23.35145833,23.17348485,26.57635417
31.53180556,24.1653125,46.36663194,30.02947917,44.66463768,92.84163194,32.18145833,17.10525691,148.8838158,56.45474925,35.11875,44.97680556,40.07996574,37.46111111,38.34188889,31.18608696,32.08565972,31.75072917
31.6128125,25.26239583,39.04319444,27.86711806,63.99064394,76.70159722,38.44275362,17.2739231,48.69058824,56.45320469,34.78631944,45.11520833,39.55328377,38.31052083,25.39285714,28.3009375,29.46694444,27.7378125
21.98743056,15.48822917,26.95020833,20.29769231,72.61613636,61.79564815,20.02583333,17.44258929,89.13265152,56.45166014,27.05618056,32.5003125,39.0266018,23.4059375,19.5209375,11.00019231,19.16069444,17.62427083
16.56763889,9.114166667,14.20954861,18.79569703,15.31614583,58.47200356,9.783731884,17.61125548,58.25847337,56.45011558,8.900208333,31.60209195,38.49991983,12.828125,9.800520833,10.93694444,6.488425926,9.184375
21.61107639,16.84447917,18.29125,16.26016667,29.7459058,53.16992193,20.25447917,17.77992168,39.49173077,56.44857103,28.15420139,28.609,37.97323787,19.09171296,18.205625,15.5275,21.70689394,31.16315217
21.26840278,16.2590625,20.89020833,11.99367647,52.0684058,46.53958333,16.62065972,17.94858787,69.04868056,56.44702647,15.26336806,27.33295139,37.4465559,18.83772222,17.40322917,14.73395833,16.30733333,17.224375
19.66027778,13.18385417,19.95170139,13.48076923,22.364375,47.48100694,14.26215278,18.11725406,23.66839744,56.44548192,30.09552083,22.54041667,36.91987393,16.80784722,16.34447917,12.78463768,13.64211806,14.51291667
20.59152778,9.08625,27.94239583,11.56381944,17.6740625,48.00371528,13.61322917,18.28592025,51.65508772,56.44393736,19.805,20.976875,36.39319196,15.8271875,16.26364583,12.66568627,10.72375,11.59739583
16.82885417,8.824479167,22.88715278,11.30770833,14.48974638,43.06541667,12.60690972,18.45458645,13.35619792,56.44239281,24.93493056,20.7178125,35.86650999,9.5321875,18.42208333,15.29579365,7.937569444,10.53041667
18.49871528,10.29614583,42.37079861,13.3265625,19.02923611,50.97138889,14.12965278,18.62325264,22.05962963,56.44084825,27.69618056,22.6303125,35.33982803,16.56178571,18.60166667,12.1634375,12.91663194,13.55416667
17.92645833,11.21625,34.36881944,13.87260417,45.06397727,50.75604167,12.6634375,18.79191883,12.1725,56.4393037,20.27633333,21.45760417,34.81314606,14.890625,17.03510417,13.34047101,10.56541667,12.90416667
18.07913194,10.46458333,28.81597222,13.186875,17.53864583,46.25215278,13.53791667,18.96058502,9.992604167,56.43775914,27.64636905,23.58173611,34.28646409,16.41804348,18.2903125,18.36807692,13.30036232,12.8403125
18.95454861,10.668125,28.25961806,14.57041667,38.28003472,54.70298611,14.60986111,19.12925122,9.876323529,56.43621459,35.48875,23.12211806,33.75978212,17.52746528,19.72916667,10.53616667,9.932673611,12.3025
16.86600694,10.8978125,22.18222222,13.65239583,42.54712121,41.87104167,13.64795139,19.29791741,10.55086957,56.43467003,35.0975,20.64833333,33.23310015,15.45465278,16.26322917,10.90177083,11.4719697,15.92163043
14.97517361,10.4546875,14.86653846,8.24365942,18.65791667,31.54128472,10.75229167,19.4665836,11.320875,56.43312548,17.64963768,19.86020833,32.70641819,14.5559375,11.944375,9.925694444,6.476746032,13.98119565
20.86048611,11.87375,9.235227273,12.17177536,35.72184028,34.85072917,14.66378472,19.63524979,87.71556818,56.43158092,16.85089744,20.90645833,32.17973622,16.24392361,14.58364583,28.91363636,14.72941176,15.65520833
23.85795139,12.5378125,6.3096875,10.29385417,17.675625,35.6253125,12.6403125,19.80391598,10.11702381,56.43003637,17.86921569,22.14869048,31.65305425,15.54791667,16.25729167,40.10131579,10.55739583,14.79864583
19.07684028,9.8825,9.995780789,13.84019608,49.03199275,34.39496528,13.04246528,19.97258218,8.281944444,56.42849181,12.410625,21.88397949,31.12637228,13.64236111,13.41260417,48.53552083,9.6496875,13.714375
17.79336806,10.13114583,11.87853685,14.21660714,37.44761364,41.29180556,11.39739583,20.14124837,5.627348485,56.42694726,29.55955128,20.77916667,30.59969031,15.27697917,15.4509375,16.390625,8.297395833,12.47272727
18.05965278,16.58125,13.76129291,15.89895833,60.79541667,54.86104167,15.109375,20.30991456,9.247222222,56.42540271,26.73545455,26.36336806,30.07300835,19.61293478,26.85268519,30.20920833,11.61652778,12.80253623
21.2971875,15.31739583,15.64404897,17.34666667,15.47802083,57.97659722,19.2634375,20.47858075,8.860375,56.42385815,30.41166667,26.89729167,29.54632638,21.25711806,20.74270833,18.98609375,11.01171053,15.41272727
19.53815972,9.484583333,17.52680503,16.65697917,15.37635417,50.74586806,17.026875,20.64724695,8.674126984,56.4223136,24.19180556,21.81206522,29.01964441,16.85541667,20.181875,15.97572917,13.26871528,12.35666667
17.04045139,9.263977273,19.40956109,12.78190972,14.19854167,42.686875,17.20271739,20.81591314,10.48347222,56.42076904,28.52972222,17.5640625,28.49296244,13.51510417,14.8940625,9.69047619,8.579756944,12.38479167
14.50451389,4.713913043,21.29231715,9.966145833,11.65875,27.73958333,15.61697917,20.98457933,9.898293651,56.41922449,71.97663194,14.44145833,27.96628047,9.81875,11.32902174,7.59826087,5.499507576,7.7590625
17.86326389,7.139166667,23.17507321,12.86690972,12.78572917,36.25719615,19.17923913,21.15324552,7.84452381,56.41767993,47.41704861,12.945,27.43959851,12.34354167,9.686145833,10.73083333,6.208611111,10.29489583
17.07253472,12.12625,25.05782928,14.909375,16.68333333,40.79488854,18.03041667,21.32191172,21.92916667,56.41613538,18.37743056,20.42666667,26.91291654,13.70006944,14.794375,11.697,12.63552632,12.80635417
21.60513889,9.3353125,26.94058534,19.74072917,23.14964286,47.67857143,21.80052083,21.49057791,14.43,56.41459082,27.92197917,17.54347222,26.38623457,17.33177083,17.57572917,13.29534722,14.75890625,14.59166667
25.44270833,9.450208333,28.8233414,17.23864583,76.611125,42.64798611,22.1959375,21.6592441,12.12759259,56.41304627,35.06965278,24.66854167,25.8595526,16.39708333,16.68526316,12.29895833,16.5275,16.37520833
22.12645833,8.850104167,30.70609746,11.7890625,136.9715278,29.56784722,19.66638889,21.82791029,47.56825,56.41150171,52.23777778,21.44982639,25.33287063,15.37597222,14.44716667,10.09645833,12.46302083,13.05572917
20.11447917,7.184375,32.58885352,6.798416667,105.4354762,24.35885417,10.24054348,21.99657649,31.985625,56.40995716,53.03809028,15.49175,24.80618867,10.59375,11.20541667,12.17416667,9.2621875,9.051666667
27.57333333,6.346666667,34.47160958,20.76305556,7.134963768,29.75072917,16.04572917,22.16524268,7.514375,56.4084126,68.09340278,20.13385417,24.2795067,11.91114583,16.1471875,13.05050725,13.25152778,9.48125
29.45173611,9.7696875,36.35436564,12.86701389,10.87375,38.229375,18.0659375,22.33390887,11.22309028,56.40686805,16.94784722,26.27253472,23.75282473,16.14574074,26.52125,8.64162037,12.47659091,12.87354167
20.69260417,10.01586957,38.2371217,15.84708333,17.08854167,35.70322917,44.50260417,22.50257506,11.13163194,56.40532349,16.545625,21.25090278,23.22614276,29.72,22.8853125,10.28490741,17.92045455,19.17458333
21.225,7.183125,46.2425,15.12878472,14.86200758,34.17274306,22.28805556,22.67124126,14.44848485,56.40377894,16.95795139,20.538,22.6994608,17.84923077,18.78659722,7.725942029,12.26825397,19.15833333
21.41947917,5.634565217,23.0653125,15.74263889,12.77910714,34.74858696,16.29725694,22.83990745,11.52472222,56.40223438,20.62607639,20.75857639,22.17277883,15.19883333,18.51125,11.07638889,9.179791667,16.94770833
21.95697917,6.788522727,23.50697917,13.15097222,11.66791667,30.40302083,13.5865625,23.00857364,4.609791667,56.40068983,19.62944444,20.07427083,21.64609686,16.39357143,16.75666667,10.66259804,14.35798611,13.7115625
23.5178125,6.082,34.87541667,13.85076389,11.04,35.45322917,12.52583333,23.17723983,4.239166667,56.39914527,22.1409375,20.75267361,21.11941489,16.47767361,18.2609375,3.452962963,17.66194444,13.80416667
19.98177083,6.824848485,33.75159722,15.71697917,14.25041667,37.68979167,15.93486111,23.34590603,20.7440625,56.39760072,23.99079861,22.23131944,20.59273292,17.8078125,20.08854167,2.050833333,15.38458333,16.03197917
26.06552083,6.5734375,23.99916667,17.62583333,12.83277778,41.734375,17.10152778,23.51457222,11.33138889,56.39605616,23.61180556,21.29850694,20.06605096,17.83631944,17.903125,4.114166667,15.54576389,16.99583333
20.60947917,8.470543478,23.28600694,19.52263889,15.33732639,42.35763889,17.89923611,23.68323841,14.48868056,56.39451161,24.83815972,30.53434028,19.53936899,17.48993056,18.64614583,8.029375,14.8628125,17.59197917
25.85625,7.912173913,25.2521875,21.13857639,16.08197917,48.68621528,21.53177536,23.8519046,13.04482639,56.39296705,32.17253472,49.68013889,19.01268702,18.95128472,21.57458333,6.423541667,17.70659722,17.879375
27.16416667,6.706304348,27.09625,21.42729167,15.58135417,45.52402778,21.8715625,24.0205708,18.54013889,56.3914225,26.07215278,47.19284722,18.48600505,19.01864583,19.013125,5.374351852,23.35729167,17.820625
24.421875,6.78202381,23.16423611,19.57854167,15.75458333,43.33045139,18.94579861,24.18923699,13.73118056,56.38987794,21.87215278,47.44715278,17.95932308,18.02729167,17.67458333,9.552361111,18.06739583,14.48884615
26.8,6.740434783,23.28645833,12.62318182,15.04458333,37.84075,18.97659722,24.35790318,11.90142361,56.38833339,25.79472222,49.69515625,17.43264112,16.53392361,17.84614583,6.702407407,15.91899306,14.7996875
17.8515625,7.851875,27.75430556,13.79596215,11.99732639,40.873505,11.57444444,24.52656937,9.059015152,56.38678883,13.68663194,73.61166667,16.90595915,14.69847222,15.01021739,6.271666667,22.63881944,15.80041667
16.99958333,8.959021739,16.59538194,13.18641187,11.90181159,42.48347414,12.90197917,24.69523557,3.371050725,56.38524428,11.49006944,51.91386888,16.37927718,17.74392361,11.90947917,13.47347222,26.05402778,14.80108696
20.141875,8.998529412,23.40954861,12.57686158,13.37416667,44.09344329,18.32195652,24.86390176,7.707717391,56.38369972,28.81097222,38.77509947,15.85259521,14.48855072,14.84541667,9.016875,50.04829861,16.93677083
43.61555556,7.665,24.12881944,13.39875,11.10090278,45.70341244,22.15996528,25.03256795,9.798368056,56.38215517,10.89381944,22.64545455,15.32591324,14.19440972,11.79791667,3.13,11.36482639,12.82270833
15.543,6.860909091,13.9515625,7.277708333,9.249166667,54.12342593,18.07864583,25.20123414,11.50269841,56.38061061,6.908541667,19.59321429,14.57666667,17.81336957,11.88208333,1.384666667,11.71912281,12.3621875
16.66108696,6.4965,15.87715278,7.116875,11.170625,18.63253472,17.28876812,25.36990034,46.57662037,56.37906606,3.989375,25.60363636,14.92884427,12.44701389,10.86989583,4.235694861,15.80166865,12.689375
17.65416667,6.028977273,17.18677083,7.441840278,11.46208333,14.87590278,13.505,25.53856653,9.115173611,56.3775215,6.279652778,13.99,15.05845726,10.8875,9.321979167,4.936041667,9.98125,12.59979167
17.75479167,7.499204545,20.8546875,9.823854167,12.08670139,23.5446875,16.79166667,25.70723272,7.505590278,56.37597695,6.488576389,17.38902778,15.18807026,13.95427083,12.47791667,11.38063725,11.46416667,15.46822917
18.61625,6.260227273,26.04555556,7.9915625,10.08472222,20.89246528,14.44774306,25.87589891,4.405113636,56.37443239,7.7790625,15.26875,15.31768325,11.28510417,10.35083333,4.951359649,13.07033333,13.5953125
17.08309524,6.04975,14.36017361,8.883020833,8.99625,19.67920139,13.86102273,26.04456511,4.853224638,56.37288784,13.11600694,35.69192308,15.44729624,13.39822917,12.53166667,6.071428571,10.64663194,11.52854167
12.82513889,7.292380952,11.89260417,11.49649306,10.5003125,17.04725694,13.93020833,26.2132313,5.812559524,56.37134328,6.057013889,18.35608696,15.57690923,15.42947917,8.6796875,7.153020833,10.23284722,11.10694444
12.26916667,11.36602273,10.97430556,15.1159375,12.2078125,24.37614583,19.01681818,26.38189749,5.485648148,56.36979873,10.85868056,19.63271739,15.70652223,19.33666667,14.03229167,10.81041667,15.15763889,17.22052083
9.775952381,5.218452381,3.789722222,8.814166667,10.4209375,15.87638889,11.90385417,26.55056368,5.701190476,56.36825417,9.216041667,13.30828125,15.83613522,11.2784375,8.73625,5.697916667,9.493125,8.28875
10.40304348,4.301944444,3.856111111,9.676875,11.6290625,16.38788194,10.77243056,26.71922987,9.058333333,56.36670962,7.874166667,15.20638889,15.96574821,12.47239583,8.147395833,3.742916667,8.441666667,10.55854167
22.780625,6.76375,11.36493056,21.24114583,18.71302083,34.63486111,19.82836957,26.88789607,16.76135417,56.36516506,24.17097222,25.2559375,16.09536121,21.94944444,15.5459375,13.80927083,18.55111111,23.63083333
21.69108696,7.1085,9.553368056,17.37048611,15.49958333,30.65385417,14.10423611,27.05656226,26.08298611,56.36362051,21.93368056,21.60010417,16.2249742,16.75013889,14.01822917,8.48076087,15.80517361,17.33947917
19.8756746,8.387272727,10.00340278,18.77614583,14.1309375,34.35819444,14.78947917,27.22522845,21.46958333,56.36207595,20.70947917,21.11572917,16.35458719,15.825,23.89960145,8.8446875,15.09399306,15.29114583
23.56357639,6.885357143,11.98891304,21.29854167,14.49572917,38.76,12.9276087,27.39389464,20.24642361,56.3605314,21.18628472,23.44729167,16.48420019,15.35416667,17.77195652,8.7065625,12.96041667,17.49291667
23.77663194,6.63075,56.07594315,20.29979167,10.92535714,43.19909091,13.40427083,27.56256084,30.27678571,56.35898684,25.83444444,23.32420455,16.61381318,12.96346154,18.83822917,6.3746875,12.94809028,15.10229167
23.05024306,6.007840909,131.1317593,19.34270833,10.57,4.49,14.38065972,27.73122703,34.76197917,56.35744229,23.15958333,26.73739583,16.74342617,13.85571429,15.91229167,9.42004386,12.80391304,17.21552083
16.04288194,7.963928571,6.675,14.94083333,10.6696875,12.448,17.28197917,27.89989322,20.25815217,56.35589773,13.33399306,19.18802632,16.87303917,15.53354167,10.8625,6.504618056,14.2975,14.50510417
21.13361111,5.690681818,8.429583333,18.92354167,13.08010417,36.92177083,19.56961806,28.06855941,18.07177083,56.35435318,52.13027778,21.30110529,17.00265216,15.95763889,15.4,10.465625,14.4803125,15.46479167
19.81809028,4.938409091,8.955243056,14.9225,10.5446875,29.21055556,14.046875,28.23722561,14.36158333,56.35280862,14.00913194,21.84662233,17.13226515,13.09434028,13.3940625,5.325588235,12.57586806,15.33607639
12.7375463,6.475875,7.6634375,11.08930556,8.1628125,19.47520833,11.63548611,28.4058918,11.726,56.35126407,11.75711806,22.39213936,17.26187814,9.780763889,9.538854167,2.999814815,9.669791667,11.36114583
15.20246528,4.745416667,7.444652778,12.47753472,9.163541667,22.92746528,13.52858696,28.57455799,8.8809375,56.34971951,15.86315972,22.9376564,17.39149114,11.45354167,12.0328125,4.883125,11.055,16.66904762
16.923125,7.416184211,9.634791667,16.04701389,13.57916667,31.6284375,13.2025,28.74322418,8.9015625,56.34817496,25.07,23.48317344,17.52110413,14.08458333,16.51510417,8.198854167,17.27045455,19.85760417
19.57677083,9.107934783,11.77201389,16.96958333,15.9203125,39.92516667,16.79239583,28.91189038,10.91552083,56.3466304,15.639375,24.37130952,17.65071712,17.05635417,20.23054348,12.15869565,17.06548611,25.05791667
18.18569444,6.867608696,6.863854167,13.75555556,12.70791667,26.69596154,13.98927083,29.08055657,10.02541667,56.34508585,18.01855858,23.95464286,17.78033012,14.39125,13.09583333,8.265714286,13.50837719,19.39677083
19.80920139,8.324090909,5.949479167,15.70802083,12.3684375,24.62135417,16.4103125,29.24922276,9.489270833,56.34354129,18.59257388,21.78546875,17.90994311,13.30895833,12.1071875,9.654375,13.09818182,21.5771875
16.39789855,8.0715,5.622222222,10.70288194,5.40625,17.87739583,11.39875,29.41788895,10.9296875,56.34199674,19.16658918,19.78111111,18.0395561,11.33197917,10.08364583,9.191597222,12.10474867,14.26142361
15.6940625,8.323571429,6.320798611,12.28621528,11.3565625,25.79986111,12.20119565,29.58655515,11.09135417,56.34045219,21.03885417,20.06319444,18.1691691,11.385,13.1065625,6.507771584,11.51381075,19.14760417
17.45940972,7.373571429,6.904826389,14.42967391,11.58427083,29.75618056,12.90618056,29.75522134,13.15604167,56.33890763,17.51868056,21.81708333,18.29878209,13.66645833,14.12354167,2.862314815,10.92287284,22.44135417
15.56456522,4.310326087,4.184722222,10.43302083,8.50734375,18.66236111,12.78291667,29.92388753,10.006875,56.33736308,10.858125,16.90825,18.42839508,10.2226087,9.381630435,6.132916667,5.745,13.73875
12.83692029,5.071931818,6.731597222,10.67996528,11.610625,18.41465278,10.35229167,30.09255372,11.90479167,56.33581852,7.259340278,17.14925,18.55800807,11.56043478,9.704583333,6.606979167,10.81166667,16.64850694
15.69713768,5.125104167,5.835902778,13.166875,11.27739583,26.24208333,12.73114583,30.26121992,13.43427083,56.33427397,16.83715278,19.58402174,18.68762107,12.22010417,11.88368056,7.105520833,10.50623072,17.98510417
17.68333333,8.05452381,6.997777778,14.41114583,11.05854167,30.62284722,16.0871875,30.42988611,18.06447917,56.33272941,64.64458333,21.69473485,18.81723406,12.44,14.650625,7.924861111,10.56531986,19.57161765
19.803125,6.874673913,12.17177083,14.52586806,11.56302083,35.31572917,15.28708333,30.5985523,21.454375,56.33118486,19.20833333,22.94458333,18.94684705,12.64809028,12.53125,9.337,10.624409,18.9615265
17.97899306,7.567173913,10.58954861,15.39927083,12.36947917,30.64684028,12.59552083,30.76721849,23.5803125,56.3296403,19.83652778,19.28020833,19.07646005,12.93385417,15.0228125,8.118571429,10.68349815,18.90704545
