V4,V5,V7,V9,V10,V11,V13,V16,V17,V18,V19,V21,V22,V23,V27,V28,V29,V30
18.67,11.88,38.1,24.29,24.38,22.75,23.48,26.96,21.56,20.19,61.7,22.85,30.96,24.83,30.42,12.18,22.51,14.47
14.5,10.66,25.93,19.99,19.51,16.11,20.1,15.17,17.87,20.75,41.22,22.35,33.85,19,21,6.1,24.99,17
12.74,11.96,25.78,18.73,22.52,14.96,20.52,16.28,21.12,23.47,21.06,23.21,29.28,21.62,15.23,8.96,23.68,19.67
8.81,9.57,22.84,14.88,17.54,14.22,15.74,10.88,20.36,20.72,14.13,19.68,21.17,19.29,14.08,5.12,23.29,7.42
9.3,8.04,11.76,9.22,13.41,12.2,11.37,8.36,13.29,10.36,11.83,15.24,19.49,12.88,6.85,4.4,18.59,10.39
7.9,9,15.62,10.29,13.59,12.35,9.27,10.9,14.19,12.56,9.61,20.03,24.46,14.94,10.27,8.43,14.75,11.35
8.49,10.78,15.75,11.37,16.01,12.87,15.29,10.91,13.57,15.32,13.33,17.2,26.6,17.55,15.97,4.51,17.51,9.62
9.25,12.08,12.3,10.67,13.53,13.31,24.68,7.72,12.74,16.59,8.9,13.97,23.42,14.96,12.03,3.52,17.21,8.96
8.24,11.83282486,11.21,7.57,11.81,12.27,14.08,5.63,11.95,16.53,11.1,15.9,18.04,13.45,14.04,10.51,14.67,9.1
7.35,11.74747221,12.88,9.49,15.73,16.12,11.7,5.77,11.57,15.48,12.85,13.19,28.55,12.78,11.29,8.35909475,118.14,8.78
7.11,11.66211956,13.14,8.37,14.64,11.53,11.54,9.75,14.73,8.11,9.87,10.96,23.18,10.49,6.28,8.015075413,11.91,7.21
7.48,11.57676691,19.29,15.27,17.44,13.32,13.14,1.19,9.33,14.63,12.08,14.43,48.04,12.82,8.62,7.671056076,19.6,9.87
8.94,11.49141426,21.23,15.72,21.54,12.61,16.01,4.996414482,11.05,12.24,15.34,14.03,52.57,16.54,8.91,7.32703674,17.35,10.14
9.61,11.40606161,21.15,15.93,20.9,11.60516434,18.79,5.434276759,17.66,22.88,21.6,17.27,48.51,15.94,16.49,6.983017403,20.83,11.7
8.13,11.32070895,21.66,15.94386519,22.25,10.70506133,15.75,5.872139036,13.03,14.46,16.33,15.53,60.68,15.94,18.91,6.638998066,19.29,11.25
12.72,11.2353563,26.9,16.11751332,30.56,9.804958313,22.51,6.310001312,17.85,43.97,27.39,20.42,64.23,18.22,24.85,6.294978729,23.42,15.19
10.24,11.15000365,24.23,16.29116145,29.77,8.904855299,21.19,6.747863589,19.91,40.49,22.73,20.23,62.52,18.72,22.78,5.950959392,23.77,14.71
12.06,11.064651,22.97,16.46480959,26.54,8.004752285,19.46,7.185725866,21.85,16.26,80.12,19.04,45.42,16.79,19.63,5.606940056,16.99,12.52
13.44,10.97929835,27.65,16.63845772,27.89,7.104649272,20.9,7.623588142,21.41,15.41,43.2,18.65,45.57,18.26,15.62,5.262920719,20.25,13.48
12.3,10.8939457,25.38,16.81210586,30.44,6.52,19.95,8.061450419,26.01,14.73,38.97,20.3,50.01,19.72,18.32,4.918901382,27.93,15.13
10.34,10.80859304,24.72,16.98575399,24.6,3.71,15.83,8.499312696,17.16,53.25,28.12,17.79,35.59,15.98,21.13,4.574882045,17.55,11.92
7.82,10.72324039,22.11,17.15940213,24.22,3,17.13,8.937174972,16.92,14.61,20.19,17.2,47.69,16.24,17.29,4.230862709,19.41,11.39
12.15,10.77,25.38,17.94,26.11,5.39,16.35,9.375037249,19.89,45.4,29.48,18.44,50.73,17.37,19.47,3.94,20.93,11.55
9.14,9.53,22.66,16.47,24.96,5.73,16.96,9.812899526,22.66,13.78,34.37,16.97,53.59,17.61,20.58,3.08,19.14,11.86
7.56,8.25,17.49,14.98,23.11,11.30171709,16.94,10.2507618,16.26,60.63,33.01,15.7,36.8,14.25,18.98,3.85,14.89,8.38
10.09,6.36,17.34,13.46,18.93,15.97901864,14.45,10.68862408,16,16.73,25.76,14.64,33.83,14.08,18.34,1.39,40.35,7.94
7.21,7.75,19.63,12.86,19.13,22.94,14.71,10.64,18.71,12.83,23.47,15.58,29.28,14.33,16.13,10.17,66.72,9.96
9.41,6.84,20.77,13.17,18.26,14.75,12.93,9.09,13.89,13.25,18.78,14.03,29.11,11.63,16.76,10.2,14.51,8.28
12.95,7.74,9.1,15.61,21.89,20.91,16.18,15.24,13.92,35.52,26.76,15.96,38.51,15.29,16.66,13.21,18.17,12.28
14.58,9.56,18.66,18.87,24.09,22.92,21.83,18.62,21.27,37.29,40.13,18.69,44.93,17.58,21.32,15.98,22.21,10.62
16.99,9.58,15.48,19.35,26.72,26.37,20.38,21.49,25.63,17.07,50.86,20.76,48.62,18.27,20.53,16.01,17.72,16.48
15.99,10.59,20.15,20.61,30.8,28.45,20.3,20.64,24.2,57.56,50.4,21.35,46.54,18.54,23.94,17.22,19.56,16.3
15.36,11.54,22.22,20.59,28.32,27.88,19.64,21.73,30.08,21.71,50.02,23.38,45.06,21.03,23.94,23.28,17.34,17.69
15.39,14.55,19.57,19.04,26.06,26.2,27.59,22.29,20.9,42.8,36.33,23.3,30.88,22.42,22.48,21.26,22.55,14.6
12.62,11.98,19.63,15.75,26.29,25.24,19.29,16.39,24.72,19.21,35.5,20.22,24.93,22.09,18.88,19.12,19.09,12.82
8.56,9.67,18.54,13.88,20.89,20.98,17.85,14.21,21.78,18.48,28.66,19.31,23.06,18.92,17.83,17.75,21.53,11.04
10.63,12.46,18.39,20.08,23.95,22.64,18.06,16.82,22.64,24.14,35.8,21.42,26.5,20.74,24.83,18.34,22.11,13.39
8.86,10.01,15.19,15.12,23.46,19.85,15.84,13.22,20.47,18.41,40.21,17.24,24.77,16.47,19.03,15.27,17.39,12.65
8.54,9.18,13.85,13.63,19.94,18.61,14.9,9.79,28.04,18.37,33.73,19.52,24.88,16.26,17.11,16.01,16.17,10.95
7.63,13.16,16.8,15.56,17.33,12.89,15.18,7.17,19.46,18.34,12.86,22.1,28.3,17.75,14.71,17.02,21.14,11.65
7.82,11.36,18.94,18.25,21.28,21.65,14.76,11.58,25.31,20.49,13.22,26.32,33.63,27.08,19.95,16.57,31.33,15.44
7.34,9.91,16.13,17.84,20.35,18.59,17.51,10.76,25.37,24.22,16.55,26.82,24.87,20.84,20.04,16.25,22.13,14.36
7.47,13.78,14.08,14.85,21.72,13.61,18.78,8.72,21.84,19.45,12.32,26.61050371,23.38,17.77,11.77,19.6,22.23,13.1
7.31,11.41,12.53,14.54,17.84,15.89,15.77,8.84,22.05,13.61,12.98,26.69347171,23.43,19.23,14.26,14.21,19.1,21.1
9.79,9.44,16.21,15.83,17.6,15.33,11.6,7.37,23.67,14.2,12.43,26.77643972,20.89,17.95,14.47,14.37,19.03,17.28
7.62,10.14,15.48,8.58,14.03,12.62,14.54,5.2,18.54,13.14,14.83,26.85940773,21.5,14.62,10.05,12.06,16.53,11.45
10.78,13.42,16.2,15.82,15.99,18.39,16.74,11.61,22.04,27.59,16.67023282,26.94237573,21.93,21.32,18.61,18.66,19.97,17.43
9.14,11.97,18.15,14.48,18.46,18.65,16.84,14.37,23.5,22.87,19.44,27.02534374,19.45,19.12,16.42,20.18,22.6,23.13
8.08,9.34,14.37,12.51,17.32,19.57,14.1,11.62,15.21,28.49,16.69,27.10831175,17.39,18.14,16.59,15.75,14.69,11.99
11.67,8.88,13.51,12.02,16.59,24.79,13.99,9.61,20.4668192,20.27,19.79,27.19127975,16.19,16.44354635,21.15,15.6,14.73,12.2
7.16,8.17,14.91,10.09,12.68,16.77,14.96,8.85,20.66984823,19.23,21.75,27.27424776,15.22,12.13,17.06,14.07,13.93,11.01
9.32,13.95,16.5,15.32,14.18,22.54,21.37,14.59,20.87287726,22.66,22.1,27.35721577,18.95,23.25,19.54,18.94,16,14.39
13.03,11.14,24.1,22.4,23.36,35.57,21.43,26.17,21.07590628,22.94290159,60.75,27.44018377,25.94,24.58,25.57,22.63,21.94,18.52
8.3,11.27,21.61,22.69,26.63,29.56,20.17,16.5,21.27893531,23.66676567,58.05,27.52315178,27.41,20.42,23.86,26.4,22.26,19.18
11.35,11.83,27.24,24.67,20.93,31.56,22.71,19.06,21.48196434,24.39062975,69.29,27.60611979,39.07,24.37,28.77,29.49,27.62,22.53
10.84,13.71,16.46,16.98,14.15,15.61,23.6,10.74,21.68499336,25.11449384,31.97,27.68908779,26.15,23.1,17.12,20.87,23.59,19.33
10.36,11.15,16.38,11.01,12.02,13.66,18.07,8.92,21.88802239,25.83835792,28.97,27.7720558,22.66,18.25,13.27,12.33,17.78,14.52
7.54,11.57,18.1,10.27,7.66,12.76,12.43,8.42,22.09105142,26.562222,18.07,27.85502381,19.12,19.3,12.55,14.58,13.85,11.26
7.42,13.53,10.52,12.16,10.43,12.18,16.31,9.18,22.29408044,27.28608609,10.05,27.93799181,19.33,18.33,12.91,14.87,16.31,11.66
7.22,13.29,13.9,13.04,11.29,10.65,16.52,10.69,22.49710947,28.00995017,10.54,28.02095982,23.2,18.69,13.81,17.64,18,15.14
7.68,11.75,20.68,18.39,13.56,15.54,18.11,12.53,22.7001385,28.73381425,10.57,28.10392783,26.76,19.13,18.14,25.09,31.07,18.55
8.79,13.81,17.29,14.26,12.5,14.76,22.73,12.98,22.90316752,29.45767834,9.3,28.18689583,22.62,20.35,14.81,21.98,22.22,15.04
10.69,12.69,16.34,14.86,9.47,17.2,16.64,11.24,29.49,30.18154242,7.81,31.93,20.05,20.3,16.29,21.8,8.18,11.12
13.9,13.54,10.97,8.51,7.26,7.38,15.82,4.98,17.53,30.9054065,7.15,14.46,18.92,13.3,9.88,27.72,15.87,8.47
7.4,8.28,11.55,8.53,11.36,11.69,11.76,6.33,19.53,31.62927059,10.78,14.86,24.56,11.67,11.81,16.19,11.49,12.02
7,9.11,11.14,10.6,10.52,13.97,12.26,6.79,20.72,32.35313467,8.97,14,27.58,12.36,11.74,14.79,26.73,12
10.24,7.09,9.38,8.89,9.82,8.6,8.14,7.01,22.91,33.07699875,8.36,11.74,27.21,11.31,8.76,13.48,17.87,10.55
10.3,9.8,11.13,8.69,7.47,8.33,12.3,5.03,27.29,33.80086284,6.06,16.21,21.04,14.44,8.37,13.66,11.93,9.18
11.61,10.09,14.79,12.46,13.51,17.99,13.04,12.16,16.08,34.52472692,20.22,16,47.16,15.15,12.13,13.18,16.08,13.71
14.42,10.14,23.38,22.7,22.49,33.65,22.78,27.08,25.15,35.248591,76.85,22.07,50.09,22.97,18.66,17.32,24.84,21.73
21.38,11.31,22.88,23.19,20.63,30.38,21.96,24.1,34.01,35.97245509,53.19486396,23.86,46.98,24.69,18.87,26.78,24.8,20.53
22.82,9.91,20.53,21.62,19.47,29.43,21.17,25.77,29.21,36.69631917,45.33310648,24.91,41.75,24.13,19.37,32.44,24.41,17.85
20.16,9.68,30.48,17.8,16.8,24.18,17.15,17.98,28.78,37.42018325,39.84,23.5,26.89,20.88,20.75,16.09,20.46,16.7
16.13,10.35,18.53,14.3,12.06,28.96,12.66,19.3,19.7,38.14404734,21.86,20.8,22.91,18.7,17.44,19.17,15.05,8.8
15.97,8.46,9.45,11.31,11.53401886,18.97,12.32,15.32823438,21.51,38.86791142,9.93,16.57,15.95,17.29,9.84,17.58,13.43,10.54388554
11.63,7.76,16.59,10.15,9.81,9.99,10.23,12.72656877,10.34,39.5917755,10.84,18.83,21.1,12.18,9.36,13.68,16.8,11.82
8.08,6.09,12.82,9.33,10.31,8.23,7.3,5.24,33.14,40.31563958,9.01,13.82,21.94,9.77,7.53,8.93,13.18,6.19
7.45,8.09,25.96,14.99,9.34,6.6,10.36,9.23,31.48,41.03950367,14.32,21.32,25.7,14.62,10.44,12.08,15.5,6.9
7,7.89,26.32,20.97,17.67,6.9,14.46,15.23,36.95,41.76336775,17.23,24.65,26.57,24.76,15.7,24.4,19.73,10.1
11.53,9.67,22.77,21.57,13.72,6.2,16.84,17.55,31.39,42.48723183,18.43,25.59,23.6,30.89,15.97,26.11,22.17,8.23
8.2,9.65,28.63,23.62,16.49,5.85,17.94,18.56,35.45,43.21109592,17.86,31.59,22.2,28.23,21.48,26.22,25.78,11.37
7.95,9.05,24.74,19.15,14.02,6.06,12.63,13.41,26.85,43.93496,15.64835234,21.56,20.44,20.78,16.04,21.44,21.48,9.384359877
8.08,13.27,24.49,18.43,10.83,5.82,20.68,11.54,28.8,44.65882408,13.92004568,21.75,17.71,23.1,13.75,29.99,26.34,8.12
7.32,9.9,19.64,15.57,8.92,6.1,15.03,10.53,34.91,45.38268817,12.46,21.56,20.22,21.76125368,12.04,23.11,21.38,6.16
7.41,6.52,11.66,8.78,8.47,6.6,9.02,6.69,20.17,46.10655225,8.93,16.34,23.18,20.82280147,6.19,9.86,13.12,9.404852679
16.82,10.41,16.61,12.93,10.18,6.28,14.07,9.01,15.93,46.83041633,9.25,19.31,22.9,18.26,11.17,18.99,17.4,10.04
20.52,12.37,24.94,21.61,20.42,6.02,17.3,19.74,24.07,47.55428042,10.02,32.22,32.2,23.77,19.67,24.5,24.31,22.4
13.86225037,19.54,31.16,27.79,26.59,6.15,23.17,19.47,28.91,48.2781445,9.94,32.87,34.63,26.99,33.1,37.27,31.12,24.97
9.12449182,24.88,36.41526803,27.63,35.72,5.71,30.36,23.52,43.77,49.00200858,9.68,34.83,2.38,34.29,24.63,34.43,36.81,36.04
2.11,28.66,49.24,28.56,37.13,5.96,33.81,27.94,45.27,49.72587267,9.88,43.01,2.7,37.04,29.79,22.66,43.29,36.32
9.61,30.02,27.13,23.85,29.87,5.89,32.69,22.67,36.98,50.44973675,9.89,31.35,2.88,30.65,31.67,37.76,35.95,30.63
8.53,23.77,26.01,25.71,32.23,5.42,25.5,22.37,36.53,51.17360083,9.72,36.81,28.7,30.71,29.99,38.46,39.8,40.5
11.27,19.1,27.18,24.57,34.3,14.88,30.6,15.45,39.27,51.89746492,10.02,31.99,55.78,27.69,30.79,27.66,37.04,34.71
8.74,20.38,23.05,17.99,17.17,28.18,22.85,15.7,30.4,52.621329,9.84,24.15,23.89,23.54,17.93,21.3,23.85,17.38
14.7,12.49,14.71,13.83,10.17,13.99,14.61,15.31,21.94,53.34519308,10.18,23.16,18.27,20.24,13.35,16.8,18.56,12.35
15.53,15.76,25.65,19.61,12.03,17.48,16.29,16.71,31.72,54.06905717,10.01,31.87,18.26,25.45,15.82,25.23,24.77,16.8
16.57,16.64,28.19,25.66,26.56,37.52,26.73,19.63,35.97,54.79292125,13.5,34.99,57.39,35.05,32.62,23.55,29.67,32.22
18.68,29.36,41.39,34.04,34.55,32.61,33.18,29.29,54.22,55.51678533,18.42,47.52,69.3,47.23,41.24,43.33,45.75,42.09
26.41,39,46.32,39.74,44.93,45.99,48.65,27.78,68.43,56.24064942,43.33,57.74,79.47,51.91,77.69,52.19,54.23,59.74
32.57,39,57.42,56.4,77.46,65.48,66.22,41.81,89.16,56.9645135,99.46,61.78,150.88,64.14,100.71,65.59,79.68,93.52
30.11,39,57.58,48.83,71.25,65.88,49.14,43.26,70.79,57.68837758,4.51,58.2,91.94,64.07,83.53,54.41,66.26,68.93
31.04,41.12,55.81,42.95,51.53,62.52,44.2,39.68,65.37,58.41224167,44.03,43.54,59.11,45.16,64,37.6,52.43,52.8
36.28,41.91,69.66,51.38,60.5,74.66,55.09,52.93,79.06,59.13610575,131.42,60.03,59.38,62.1,83.18,63.87,64.96,60.52
22.07,20.69,50.17,25.6,28.19,41.44,29.08,34.74,48.45,59.85996983,76.73,33.86,32.31,35.1,33.42,30.67,27.52,28.13
21.29,18.24,41.81,32.2,28.73,44.89,27.99,31.34,35.87,60.58383392,62.72,34.87,43.43,33.36,44.64,37.36,31.81,29.17
19.47,19.62,40.6,31.95,31.4,48.47,26.15,32.11,37.14,61.307698,81.59,36.59,49.75,34.02,37.43,42.03,31.97,30.6
28.22,37.05,53.39,44.62,45.7,60.49,52.1,43.6,51.52654933,62.03156208,103.44,53.16,65.18,52.48,45.18,51.13,58.13,54.04
27.58,35.83,68.14,49.07,63.39,65.54,59.51,42.54,52.79660584,62.75542617,136.07,55.54,95.67,54.92,55.02,67.25,77.23,61.16
23.65,42.48,57.7,37.63,32.1,52.81,42.77,34.18,54.06666235,63.47929025,67.44,49.41,48.66,44.55,35.76,52.35,46.59,39.15
16.83,20.63,32.71,21.35,14.55,32.58,18.46,22.34,55.33671886,64.20315433,37.48,27.11,20.29,36.30460451,20.96,43.04,20.63,24.03
14.93,17.61,9.24,20.64,15.72,31.49,15.76,21.6,56.60677536,64.92701841,33.9,24.09,21.78,20.62,21.06,45.71979627,33.16,19.81
22.33,41.48,35.64,43.12,55.32,57.3,45.92,38.28,43.11,65.6508825,80.95,44.99,67.45,47.04,41.52,45.42771396,58.05,54.77
22.51,40.31,54.11,42.28,59.09,54.64,44.02,36.98,61.83668619,66.37474658,94.07,44.52,68.67,47.89,44.05,45.13563164,57.16,59.96
28.84,59.28,47.62,44.57,69.11,63.8,58.71,44.45,65.7965405,67.09861066,98.69,53.61,90.23,41.76365601,46.48,44.84354932,64.25,68.74
25.52,36,56.7,41.42,62.62,64.69,38.93,42.84,71.42,67.82247475,112.54,40.37,67.79,31.94,51.07,40.26,53.96,53.4
30.17,46.78,56.96,44.08,63.44,67.57,48.28,54.31,56.29,68.54633883,112.45,46.16,66.32,50.98,64.77,48.19,55.19,55.15
34.83,61.64,58.68,51.87,69.24,77.58,64.66,49.31,74.65,69.27020291,126.95,63,58.4,65.81,71.72,82.27,73.01,69.17
36.93,76.22,78.94,68.64,91.54,89.97,82.51,62.76,111.01,69.994067,172.29,89.76,150.67,89.68,92.92,76.94,99.3,100.79
38.71,76.17,84.44,70.47,100.67,102.31,86.88,58.08,110.18,70.71793108,172.62,87.72,164.27,86.97,105.74,69.75,92.32,103.02
41.21,68.55,68.12,58.49,80.23,79.35,82.13,43.22,91.01,71.44179516,136.4,71.91,116.84,75.54,90.24,63.17,101.17,86.51
41.46,77.3,67.77,69.37,82.62,77.81,79.26,39.48,86.1,72.16565925,125.14,73.87,120.71,89.04,85.89,73.77,94.78,107.25
41.14,78.06,90.85,70.37,75.56,71.39,80.83076365,43.61,115.07,72.88952333,103.19,80.04,147.59,112.41,80.05,68.02,124.26,104.53
25.54,65.87,49.01,42.34,31.91,40.57,81.20068796,18.29,85.83,73.61338741,52.65,56.44,72.09,59.94,53.78,53.09,63.42,60.98
27.06,74.58,55.25,38.75,46.92,46.99,81.57061227,17.27,75.71,74.3372515,51.43,62.5,110.54,64.91,49.33,58.79,72.5,74.81
35.56,86.58,67.98,54,74.52,65.97,81.94053658,58.51,102.92,75.06111558,107.07,83.18,118.97,91.09,76.75,77.17,92.58,90.51
32.58,70.66,68.21,58.07,85.64,76.11,82.31046089,49.09,89.74,75.78497966,130.08,75.14,128.77,78.75,86.39,79.72,85.03,80.05
29.39,68.32,66.71,53.15,80.62,78.3,84.6,58.74,76.97,76.50884375,130.44,72.65,117.06,75.2,75.87,76.19,82.78,78.68
33.68,83.44,70.74,55.75,84.11,88.62,75.92,44.51,85.59,77.23270783,148.39,72.67,132.94,79.36,78.43,86.51,84.34,82.08
34.5,77.34,71.07,53.35,82.03,82.27,78.54,52.99,82.17,77.95657191,151.64,78.2,121.2,80.86,82.15,77,89.14,84.73
45.61,100.62,71.94,61.13,88.11,91.9,98.58,57.48,97.05,78.680436,161.12,87.88,159.27,89.41,86.96,93.83,94.05,96.37
38.99,94.1,93.91,62.74,97.2,81.81,100.87,52.77,104.87,79.40430008,147.63,87.44,176.65,92.56,74.61,87.29,87.83917455,103.72
40.17,102.1,92.25,67.72,95.59,76.82,112,67.44,117.69,80.12816416,155.38,91.46,200.23,97.73,93.35,82.38,120.33,122.34
38.25,87.81,78.89,64.7,89.7,90.33,101.89,57.31,106.6,80.85202825,159.94,88.34,185.41,94.36,109.1,74.38,110.23,109.68
30.75,62.09,49.31,40.53,46.22,55.55,67,40.87,75.95,81.57589233,77.7,48.97,73.06,66.41,60.11,63.24,64.28,57.75
16.58,45.2,32,24.96,22.52,27.9,39.6,24.92,49.77,82.29975641,28.44,57.88282163,52.61,39.36,36.31,32.19,35.05,29.06
17.53,41.02,33.9,32.87,43.12,43.49,36.23,21.97,55.36,83.0236205,40.36,62.93,90.56,44.89,49.39,40.16,52.36,49.71
19.16,53.88,42.26,38.05,51.19,41.04,53.65,24.04,50.75,83.74748458,57.6,45.8,100.15,46.45,47.05,54.33,67.11,63.64
16.85,22.18,24.09,17.18,13.06,19.03,21.81,13.41,20.79,84.47134866,37.93,24.3,31.98,21.95,17.83,26.8,25.77,18.14
15.87,30.1,26.72,21.56,15.96,25.47,29.43,28.82,25.45,85.19521275,36.31,29.26,50.87,30.41,21.54,27.12,28.45,22.62
14.95,23.64,25.85,24.07,30.64,32.88,25.07,25.56,35.95,85.91907683,46.44,32.36,52.99,29.32,34.21,29.68,32.18,27.74
24.37,66.64,42.98,47.22,57.89,47.77,66.71,42.92,75.03,93.43,67.91,69.52,112.06,65.74,62.46,69.59,86.28,49.31436484
24.17,67.31,70.57,55.2,66.46,60.4,73.88,33.57,79.44,74.71,123.61,62.79,101.77,67.04,68.8,69.73,86.67,69.4
31.25,66.26,59.03,51.09,72.29,64.46,78.75,34.06,77.68,78.52,93.35,65.5,115.99,63.61,72.28,69.63,84.5,83.56
24.47,59.63,57.48,51.35,75.34,68.83,68.5,39.71,80.85,57.81,87.99,65.76,142.03,68.06,82.79,76.03,83.4,78.96
28.1,64.42,60.81,53.16,63.01,69.07,70.81,41.38,84.29,36.44,61.67,60.77,110.01,70.38,76.9,72.52,81.72,81.26
54.28,59.74,49.42,44.47,53.16,67.01,60.83,37.7,69.51,24.94,64.25,59.23,74.64,62.77,73.79,67.88,67.62,69.55
120.41,83.75,66.51,55.27,66.62,77.46,62.55302594,55.39,79.59,32.26,77.08,76.87,112.71,78.76,86.76,68.31,90.01,79.59
101.76,73.49,36.03,40.38,55.26,50.62,61.18954845,34.44,70.88,22.31,73.08,63.67,108.22,68.47,56.17,66.28,68.4,70.91
51.75,48.12,37.06,31.63,27.46,38.65,59.82607097,45.6,51.8,12.58,33.89,45.2,48.41,47.12,41.06,41.56,57.69,46.67
44.39,43.44,41.82,41.17,38.31,51.66,55.27,25.69,63.8,14.58,42.73,52.03,70.86,52.24,46.39,57.16,59.56,58.37
61.93,49.07,51.94,42.24,42.51,55.73,57.67,31.57,71.79,16.97,34.88,58.44,76.37,54.24,44.16,65.17,69.63,61.76
38.82,35.45,47.39,44.65,29.85,45.99,46.89,30.44,63.62,7.58,28.5,53.35,47.91,58.39,46.55,67.43,71.71,47.42
109.13,72.03,55.38,53.15,70.32,63,73.66,35.34,79.5,10.9,86.06,71.26,119.08,70.78,70.9,66.04,88.25,89.92
109.75,107.03,82.73,73.69,88.5,86.55,115.98,57.36,115.74,17.44,146.15,93.9,158.05,106.14,93.28,87.31,121.85,115.91
59.09,108.23,80.99,70.34,92.89,98.63,106.39,64.15,112.23,45.57,159.24,99.65,157.96,105.03,96.65,92.47,114.06,119.67
66.55,105.38,81.11,68.47,82.56,81.44,108.25,58.83,109.13,86.76,140.54,101.51,137.17,100.16,88.62,88.01,118.96,113.83
48.04,92.16,80.15,62.97,84.15,85.25,97.19,57.46,98.48,36.87,152.78,85.81,142.900835,90.3,85.36,82.64,107.04,107.11
43.27,88.53,71.28,57.16,75.45,76.07,96.94,52.9,98.2,26.37,137.2,79.26,144.3485955,86.24,79.16,82.66,100.64,100.84
40.55,83.11,73.74,60.2,72.86,78.83,91.63,64.09,98.13,25.71,142.82,88.18,145.7963559,86.54,71.74,72.1,107.45,103.69
38.36,72.26,63.03,55.29,63.68,75.64,77.51,63.95,91.78,23.29,138.24,79.75,147.2441164,75.75,67.39,67,93.28,94.19
33.31,63.99,55,48.9,69.52,63.5,68.74,19.82,80.27,22.54,96.84,62.26,148.6918769,60.8,84.69,79.55,80.75,86.24
58.87,100.28,78.22,68.77,78.7,89.34,98.74,66.11,115.41,23.68,165.79,98.32,150.1396373,99.89,88.14,95.71,106.17,100.8
81.78,109.07,98.61,80.53,104.36,104.74,111.42,74.35,140.53,23.68,199.3,116.59,144.34,118.05,125.46,89.03685243,132.83,132.27
58.9,130.1,107.79,85.81,103.05,103.95,136.11,74.44,140.58,15.85,201.39,98.21,180.51,113.94,105.21,86.68,135.94,133.35
46.65,103.62,98.09,81.16,101.69,98.19,118.91,63.96,135.04,17.16,200.4,102.73,188.76,116.62,99.4,91.07,137.83,135.49
43.46,98.11,86.58,68.1,78.44,88.46,107.68,55.21,115.75,21.42,149.88,94.64,149.96,104.28,91.62,79,126.27,113
41.51,104.94,79.27,68.91,83.86,95.26,103.81,64.75,114.51,15.41,176.6,100.62,142.44,110.81,68.38,92.56,114.91,118.07
48,104.89,92.23,74.88,89.68,96.13,113.29,72.22,127.98,15.54,181.02,120.57,172.08,119.72,69.29,91.64,131.2,126.55
41.67,100.23,87.1,79.49,91.07,104.27,104.71,69.48,137.13,13.18,210.19,121.1,182.64,114.35,69.49,92.24,128.8,132.23
45.95,85.97,107.18,73.33,72.52,97.57,96.63,64.28,126.97,14.84,157.58,106.44,148.86,104.04,68.62,81.33,120.59,108.73
24.93,58.39,77.94,44.08,41.46,68.75,60.88,49.09,89.03,13.87,110.97,69.31,88.74,62.37,50.89,86.54,79.84,57.65
23.08,57.79,68.24,43.69,46.23,58.41,53.62,37.95,75.14,12.18,116.81,64.46,75.42,62.18,38.68,67.38,66.16,64.31
32.9,81.4,85.71,65.27,73.71,82.2,84.08,62.24,119.68,17.79,161.46,86.12,143.4,97.9,54.35,80.3,112.75,100.8
53.61,80.94,102.88,73.14,75.62,90.84,93.56,67.88,120.39,13.35,175.61,88.52,141.3,95.79,57.05,75.72,119.75,106.4
87.58,93.41,81.8,67.38,77.48,57.22,100.19,67.07,110.03,14.34,169.12,85.08,127.99,94.91,57.96,86.08,100.31,96.51
73.56,62.63,64.36,42.95,47.51,32.91,64.59,38.38,71.62,12.76,102.6,49.79,66.83,56.14,42.83,45.77,68.82,59.09
78.21,94.99,85.26,52.68,58.5,73.6,83.86,54.85,92.66,13.59,125.51,76.81,112.41,87.48,46.52,60.55779605,91.37,87.28
79.71,83.75,79.3,53.17,55.74,80.02,93.52,60.97,96.92,16.56,131.36,72.97,112.19,86.66,49.4,64.28860164,94.21,89.45
64.67,72.61,66.96,48.58,52.26,67.92,87.56740534,44.18,89.23,11.46,127.84,60.59,105.15,73.07,48.39,68.01940724,81.62,88.95
60.33,67.12,75.43,52.08,56.66,71.13,87.14667643,48.56,94.23787254,14.25,114.32,82.66,105.87,78.46,47.44,71.75021283,90.78,89.62
66.29,64.9,87.36,55,61.15,77.92,86.72594752,51.58,92.3,13.91,132.19,72.91,110,78.29,51.67,75.48101842,95.2,95.21
70.97,77.26,80.16,59.7,86.9,89.9,86.30521861,56.29,97.55,13.79,157.02,87.92,139.82,87.3,96.2,79.93,96.87,108.66
87.3,101.1,99.19,75.5,74.61,89.57,85.8844897,72.52,117.32,10.99,163.06,105.37,164.83,111,83.97132363,86.81,119.54,124.77
55.62,76.5,64.23,51.69,57.19,67.88,85.46376079,67.58,90.99,14.71,113.43,78.64,112.99,79.17,81.81491973,67.17,84.97,77.76
64.68,104.2,74.71,61.42,65.78,78.07,85.04303188,91.23,100.8,15.17,121.19,96.59,148.03,106.92,85.44,84.77,111.35,103.94
53.01,67.33,36.71,46.98,33.4,54.9,84.62230297,65.78,72.82,9.65,61.89,69.87,69.29,72.83,62.02,47.72,72.81,56.54
20.74,75.49818638,46.42392086,19.51,22.63,32.32,84.20157406,20.91,33.74,10.58,53.09,23.02,27.67,25.93,26.89,21.83,32.24,32.67
